fixing_commit,introducing_commit,cve_id,subsystem,fixing_date,introducing_date,fix_subject,files_changed,insertions,deletions
ce7b1d58609a,4c8ff61199a7,,arch,2025-12-19 09:18:27 -0600,2025-03-06 10:53:07 +0100,arm64: dts: mediatek: Apply mt8395-radxa DT overlay at build time,arch/arm64/boot/dts/mediatek/Makefile,2,0
987697749def,a58c36806741,,arch,2025-12-19 09:18:18 -0600,2025-11-06 10:02:58 +0100,arm64: dts: mediatek: mt7986: add dtbs with applied overlays for bpi-r3,arch/arm64/boot/dts/mediatek/Makefile,21,0
f4ea8e05f2a8,eb972eab0794,,drivers,2025-12-19 15:09:09 +0000,2025-12-15 12:05:37 +0000,lkdtm/bugs: Do not confuse the clang/objtool with busy wait loop,drivers/misc/lkdtm/bugs.c,4,4
7f2e8e1d22f6,96ddf2ef58ec,,drivers,2025-12-19 13:56:17 +0100,2025-10-29 10:27:30 +0100,parisc: Set valid bit in high byte of 64‑bit physical address,drivers/parisc/sba_iommu.c,2,2
c2e8dc1222c2,38e5f33ee359,,drivers,2025-12-19 11:23:48 +0100,2025-09-05 14:44:32 +0200,amd/iommu: Preserve domain ids inside the kdump kernel,drivers/iommu/amd/init.c,22,1
b74fd80d7fe5,f5a332980a68,,drivers,2025-12-19 14:47:46 +0800,2025-10-31 17:50:42 +0800,crypto: hisilicon/qm - fix incorrect judgment in qm_get_complete_eqe_num(),drivers/crypto/hisilicon/qm.c,4,5
50fdb78b7c0b,0a270321dbf9,,crypto,2025-12-19 14:47:06 +0800,2008-01-11 08:16:48 +1100,crypto: seqiv - Do not use req->iv after crypto_aead_encrypt,crypto/seqiv.c,5,3
248d3a73a016,bb76dc09ddfc,,drivers,2025-12-18 22:00:07 -0800,2013-06-12 18:36:29 +0200,Input: ti_am335x_tsc - fix off-by-one error in wire_order validation,drivers/input/touchscreen/ti_am335x_tsc.c,0,0
d579478cee22,471a92f8a21a,,drivers,2025-12-18 12:17:10 -0800,2025-02-19 13:56:38 -0800,Input: apple_z2 - fix reading incorrect reports after exiting sleep,drivers/input/touchscreen/apple_z2.c,4,0
095d62114182,a0ce874cfaaa,,sound,2025-12-18 18:18:18 +0000,2025-09-22 14:00:38 +0200,ASoC: ops: fix snd_soc_get_volsw for sx controls,sound/soc/soc-ops.c,20,12
80f9c601d9c4,dd08ebf6c352,,gpu,2025-12-18 18:25:42 +0100,2023-12-12 14:05:48 -0500,drm/xe: Use usleep_range for accurate long-running workload timeslicing,drivers/gpu/drm/xe/xe_guc_submit.c,19,1
fe3ccd24138f,dd08ebf6c352,,gpu,2025-12-18 18:12:16 +0100,2023-12-12 14:05:48 -0500,drm/xe: Drop preempt-fences when destroying imported dma-bufs.,drivers/gpu/drm/xe/xe_bo.c,4,11
3767ca4166ad,1537ec85ebd7,,gpu,2025-12-18 18:12:09 +0100,2025-02-26 11:30:57 -0800,drm/xe/eustall: Disallow 0 EU stall property values,drivers/gpu/drm/xe/xe_eu_stall.c,0,0
3595114bc31d,cc4e6994d5a2,,gpu,2025-12-18 18:11:45 +0100,2024-10-23 12:42:18 -0700,drm/xe/oa: Disallow 0 OA property values,drivers/gpu/drm/xe/xe_oa.c,0,0
eb192bedf590,bd45d46ffc8f,,gpu,2025-12-18 18:11:32 +0100,2025-12-01 09:42:37 +0100,drm/xe/xe_sriov_vfio: Fix return value in xe_sriov_vfio_migration_supported(),drivers/gpu/drm/xe/xe_sriov_vfio.c,0,0
256edb267a9d,1db9a9dc90ae,,gpu,2025-12-18 18:11:22 +0100,2024-06-18 12:40:33 -0700,drm/xe/oa: Always set OAG_OAGLBCTXCTRL_COUNTER_RESUME,drivers/gpu/drm/xe/xe_oa.c,4,3
6f0f404bd289,dd08ebf6c352,,gpu,2025-12-18 18:11:04 +0100,2023-12-12 14:05:48 -0500,drm/xe: Adjust long-running workload timeslices to reasonable values,drivers/gpu/drm/xe/xe_vm.c;drivers/gpu/drm/xe/xe_vm_types.h,5,2
f8dd66bfb4e1,c8507a25cebd,,gpu,2025-12-18 18:10:50 +0100,2024-10-23 12:42:15 -0700,drm/xe/oa: Limit num_syncs to prevent oversized allocations,drivers/gpu/drm/xe/xe_oa.c,3,0
8e4613040091,dd08ebf6c352,,gpu,2025-12-18 18:10:34 +0100,2023-12-12 14:05:48 -0500,drm/xe: Limit num_syncs to prevent oversized allocations,drivers/gpu/drm/xe/xe_exec.c;drivers/gpu/drm/xe/xe_vm.c;include/uapi/drm/xe_drm.h,6,1
aa7d3a56a20f,f62a5d39368e,,kernel,2025-12-18 06:38:54 -1000,2025-03-31 13:25:56 -1000,cpuset: fix warning when disabling remote partition,kernel/cgroup/cpuset.c,16,5
913f7cf77bf1,c0cbe70742f4,,filesystem,2025-12-18 11:19:11 -0500,2022-08-04 10:28:03 -0400,NFSD: NFSv4 file creation neglects setting ACL,fs/nfsd/vfs.h,2,1
ad3cbbb0c189,7e13f4f8d27d,,filesystem,2025-12-18 11:18:39 -0500,2025-01-21 15:30:01 -0500,NFSD: Clear TIME_DELEG in the suppattr_exclcreat bitmap,fs/nfsd/nfsd.h,7,1
27d17641cacf,8c18f2052e75,,filesystem,2025-12-18 11:18:39 -0500,2009-04-03 17:41:23 -0700,NFSD: Clear SECLABEL in the suppattr_exclcreat bitmap,fs/nfsd/nfs4xdr.c,5,0
df8d829bba3a,47e988147f40,,filesystem,2025-12-18 11:18:39 -0500,2024-09-23 15:03:30 -0400,nfsd: fix memory leak in nfsd_create_serv error paths,fs/nfsd/nfssvc.c,4,1
6ef935e65902,fe4144d47eef,,drivers,2025-12-18 16:58:28 +0100,2019-06-26 11:59:01 -0400,net: hns3: add VLAN id validation before using,drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_main.c,3,0
d180c11aa8a6,326334aad024,,drivers,2025-12-18 16:58:28 +0100,2021-02-09 15:20:43 -0800,net: hns3: using the num_tqps to check whether tqp_index is out of range when vf get ring info from mbx,drivers/net/ethernet/hisilicon/hns3/hns3pf/hclge_mbx.c,2,2
c2a16269742e,e2cb1dec9779,,drivers,2025-12-18 16:58:28 +0100,2017-12-15 10:55:34 -0500,net: hns3: using the num_tqps in the vf driver to apply for resources,drivers/net/ethernet/hisilicon/hns3/hns3vf/hclgevf_main.c,2,2
2939203ffee8,9d2b68cc108d,,drivers,2025-12-18 16:45:13 +0100,2021-03-31 14:57:44 -0700,net: enetc: do not transmit redirected XDP frames when the link is down,drivers/net/ethernet/freescale/enetc/enetc.c,2,1
1d856251a009,178ca30889a1,,networking,2025-12-18 16:42:18 +0100,2025-10-16 16:25:10 -0700,net/sched: act_mirred: fix loop detection,net/sched/act_mirred.c,9,0
d7ff61e6f3ef,16942cf4d3e3,,networking,2025-12-18 16:18:00 +0100,2025-10-27 18:04:58 -0700,sctp: Clear inet_opt in sctp_v6_copy_ip_options().,net/sctp/ipv6.c,2,0
b98f06f9a5d3,16942cf4d3e3,,networking,2025-12-18 16:17:59 +0100,2025-10-27 18:04:58 -0700,sctp: Fetch inet6_sk() after setting ->pinet6 in sctp_clone_sock().,net/sctp/socket.c,4,3
c9b5645fd8ca,64e8a6ece1a5,,drivers,2025-12-18 08:10:28 -0700,2020-12-04 09:41:10 -0700,block: rnbd-clt: Fix leaked ID in init_dev(),drivers/block/rnbd/rnbd-clt.c,8,5
15564bd67e29,3b3009ea8abb,,networking,2025-12-18 16:01:36 +0100,2023-04-19 18:48:48 -0700,net/handshake: duplicate handshake cancellations leak socket,net/handshake/request.c,5,1
4198a14c8c62,e5a1861a298e,,drivers,2025-12-18 13:39:30 +0100,2025-09-18 12:32:07 +0200,net/mlx5e: Don't include PSP in the hard MTU calculations,drivers/net/ethernet/mellanox/mlx5/core/en.h,0,0
c8591decd9db,3b88a535a8e1,,drivers,2025-12-18 13:39:29 +0100,2025-11-04 17:04:36 -0800,net/mlx5e: Do not update BQL of old txqs during channel reconfiguration,drivers/net/ethernet/mellanox/mlx5/core/en_tx.c,5,1
9ab89bde13e5,71670f766b8f,,drivers,2025-12-18 13:39:29 +0100,2025-07-25 15:27:54 -0700,net/mlx5e: Trigger neighbor resolution for unresolved destinations,drivers/net/ethernet/mellanox/mlx5/core/en_accel/ipsec.c,3,0
e35d7da8dd9e,71670f766b8f,,drivers,2025-12-18 13:39:29 +0100,2025-07-25 15:27:54 -0700,net/mlx5e: Use ip6_dst_lookup instead of ipv6_dst_lookup_flow for MAC init,drivers/net/ethernet/mellanox/mlx5/core/en_accel/ipsec.c,2,3
367e501f8b09,38b9f903f22b,,drivers,2025-12-18 13:39:29 +0100,2020-10-09 12:06:52 -0700,net/mlx5: Serialize firmware reset with devlink,drivers/net/ethernet/mellanox/mlx5/core/devlink.c;.../ethernet/mellanox/mlx5/core/eswitch_offloads.c;drivers/net/ethernet/mellanox/mlx5/core/fw_reset.c;drivers/net/ethernet/mellanox/mlx5/core/fw_reset.h,53,4
c0289f67f7d6,70dd6fdb8987,,other,2025-12-18 13:39:29 +0100,2018-07-23 15:01:11 -0700,"net/mlx5: fw_tracer, Handle escaped percent properly",.../net/ethernet/mellanox/mlx5/core/diag/fw_tracer.c,14,6
b35966042d20,70dd6fdb8987,,other,2025-12-18 13:39:29 +0100,2018-07-23 15:01:11 -0700,"net/mlx5: fw_tracer, Validate format string parameters",.../ethernet/mellanox/mlx5/core/diag/fw_tracer.c;.../ethernet/mellanox/mlx5/core/diag/fw_tracer.h,74,10
5846a365fc64,16d42d313350,,drivers,2025-12-18 13:39:29 +0100,2022-05-17 23:03:57 -0700,net/mlx5: Drain firmware reset in shutdown callback,drivers/net/ethernet/mellanox/mlx5/core/main.c,0,0
89a898d63f6f,16d42d313350,,drivers,2025-12-18 13:39:29 +0100,2022-05-17 23:03:57 -0700,"net/mlx5: fw reset, clear reset requested on drain_fw_reset",drivers/net/ethernet/mellanox/mlx5/core/fw_reset.c,2,1
7b103aaf0d56,22335939ec90,,drivers,2025-12-18 12:53:21 +0100,2025-11-06 14:16:18 -0800,net: dsa: mxl-gsw1xx: manually clear RANEG bit,drivers/net/dsa/lantiq/mxl-gsw1xx.c,33,1
651b253b8037,22335939ec90,,drivers,2025-12-18 12:53:21 +0100,2025-11-06 14:16:18 -0800,net: dsa: mxl-gsw1xx: fix .shutdown driver operation,drivers/net/dsa/lantiq/lantiq_gswip.h;drivers/net/dsa/lantiq/lantiq_gswip_common.c;drivers/net/dsa/lantiq/mxl-gsw1xx.c,2,10
8e4c0f08f6be,22335939ec90,,drivers,2025-12-18 12:53:21 +0100,2025-11-06 14:16:18 -0800,net: dsa: mxl-gsw1xx: fix order in .remove operation,drivers/net/dsa/lantiq/mxl-gsw1xx.c,0,2
377d66fa8665,14fceff4771e,,drivers,2025-12-18 12:53:21 +0100,2018-09-13 08:14:33 -0700,net: dsa: lantiq_gswip: fix order in .remove operation,drivers/net/dsa/lantiq/lantiq_gswip.c;drivers/net/dsa/lantiq/lantiq_gswip_common.c,10,6
7b07be1ff1cb,1da177e4c3f4,,networking,2025-12-18 12:24:25 +0100,2005-04-16 15:20:36 -0700,ethtool: Avoid overflowing userspace buffer on stats query,net/ethtool/ioctl.c,24,6
c56a12c71ad3,85a2d4a890dc,,arch,2025-12-18 11:55:40 +0100,2025-09-04 21:59:09 +0200,x86/bug: Fix old GCC compile fails,arch/x86/include/asm/bug.h,0,0
7a089c5d35aa,aefd967dab64,,drivers,2025-12-18 11:32:10 +0100,2025-11-05 09:47:44 +0100,iommupt: Return ERR_PTR from _table_alloc(),drivers/iommu/generic_pt/iommu_pt.h,3,0
5a5aff6338c0,6abd4577bccc,,drivers,2025-12-18 09:04:47 +0100,2025-12-10 09:19:34 +0100,can: fix build dependency,drivers/net/can/Kconfig,0,0
c258f5c4502c,71f28f3136af,,drivers,2025-12-17 19:40:28 -0700,2022-07-14 07:15:28 -0600,ublk: fix deadlock when reading partition table,drivers/block/ublk_drv.c,28,4
39263f986da5,25e4e3565d45,,kernel,2025-12-17 17:53:59 -0500,2025-11-24 09:46:24 -0800,ftrace: Fix address for jmp mode in t_show(),kernel/trace/ftrace.c,5,2
74bf97e9a8b6,bbec8e28cac5,,kernel,2025-12-17 17:50:04 -0500,2025-11-04 21:44:00 +0900,tracing: Fix UBSAN warning in __remove_instance(),kernel/trace/trace.c,0,0
ef7f38df890f,4b147936fa50,,kernel,2025-12-17 15:47:35 -0500,2018-03-10 16:05:58 -0500,tracing: Do not register unsupported perf events,kernel/trace/trace_events.c,2,0
f7cede182c96,18a4895370a7,,sound,2025-12-17 20:34:03 +0100,2025-11-18 07:52:55 +0100,ALSA: hda/realtek: Add Asus quirk for TAS amplifiers,sound/hda/codecs/realtek/alc269.c,9,2
9c72a5182ed9,2037110c96d5,,drivers,2025-12-17 10:38:12 -0800,2014-09-12 01:09:45 -0700,e1000: fix OOB in e1000_tbi_should_accept(),drivers/net/ethernet/intel/e1000/e1000_main.c,9,1
b3d6bbae1d6d,4930fbf419a7,,drivers,2025-12-17 10:38:12 -0800,2023-09-13 14:59:23 -0700,idpf: reduce mbx_task schedule delay to 300us,drivers/net/ethernet/intel/idpf/idpf_lib.c,0,0
4af1f9a47291,6aa53e861c1a,,drivers,2025-12-17 10:38:00 -0800,2025-07-14 10:57:51 -0700,idpf: fix LAN memory regions command on some NVMs,drivers/net/ethernet/intel/idpf/idpf_virtchnl.c,5,0
bf40644ef8c8,04aae283ba6a,,drivers,2025-12-17 10:08:44 -0800,2015-02-15 15:44:19 -0800,Input: alps - fix use-after-free bugs caused by dev3_register_work,drivers/input/mouse/alps.c,0,0
0edc78b82bea,ed1e48ea4370,,arch,2025-12-17 18:41:52 +0100,2024-04-30 00:54:43 +0200,x86/msi: Make irq_retrigger() functional for posted MSI,arch/x86/include/asm/irq_remapping.h;arch/x86/kernel/irq.c;drivers/iommu/intel/irq_remapping.c,34,4
6daa2893f323,43a3d9ba34c9,,drivers,2025-12-17 09:36:02 -0800,2016-04-26 09:27:20 -0700,iavf: fix off-by-one issues in iavf_config_rss_reg(),drivers/net/ethernet/intel/iavf/iavf_main.c,2,2
699428342153,55d225670def,,drivers,2025-12-17 09:35:53 -0800,2025-09-18 15:46:29 -0700,i40e: validate ring_len parameter against hardware-specific values,drivers/net/ethernet/intel/i40e/i40e.h;drivers/net/ethernet/intel/i40e/i40e_ethtool.c;drivers/net/ethernet/intel/i40e/i40e_virtchnl_pf.c,13,14
be43abc55141,0e4425ed641f,,drivers,2025-12-17 09:35:46 -0800,2015-12-01 22:58:06 -0800,i40e: fix scheduling in set_rx_mode,drivers/net/ethernet/intel/i40e/i40e_main.c,0,0
e2f1081ca8f1,685376d18e9a,,other,2025-12-17 18:10:58 +0100,2024-12-20 17:21:04 +0100,samples: rust: fix endianness issue in rust_driver_pci,samples/rust/rust_driver_pci.rs,0,0
dcd0b625fe44,748d6ba43afd,,drivers,2025-12-17 17:24:28 +0100,2025-11-21 21:47:08 +0100,powercap: intel_rapl: Fix possible recursive lock warning,drivers/powercap/intel_rapl_common.c;drivers/powercap/intel_rapl_msr.c;include/linux/intel_rapl.h,24,8
114ea9bbaf76,b419bed4f0a6,,io_uring,2025-12-17 07:35:42 -0700,2025-04-17 11:59:12 -0600,io_uring: fix nr_segs calculation in io_import_kbuf,io_uring/rsrc.c,0,0
a58383fa45c7,22a1ffea5f80,,block,2025-12-17 07:35:22 -0700,2025-12-04 07:19:26 -0700,block: add allocation size check in blkdev_pr_read_keys(),block/ioctl.c;include/uapi/linux/pr.h,7,4
5edb7338d611,25e95d763176,,drivers,2025-12-17 15:11:00 +0100,2025-11-26 13:15:17 +0100,serial: 8250: longson: Fix NULL vs IS_ERR() bug in probe,drivers/tty/serial/8250/8250_loongson.c,2,2
24ec03cc5512,d36f0e9a0002,,drivers,2025-12-17 15:10:46 +0100,2025-06-19 13:27:48 +0200,serial: core: Restore sysfs fwnode information,drivers/tty/serial/serial_base_bus.c,6,4
3b4961313d31,c0c61471ef86,,usb,2025-12-17 14:54:38 +0100,2019-05-03 09:13:48 +0300,usb: dwc3: of-simple: fix clock resource leak in dwc3_of_simple_probe,drivers/usb/dwc3/dwc3-of-simple.c,4,3
14ad4c10d5bd,667ecac55861,,usb,2025-12-17 14:54:23 +0100,2025-02-03 16:29:05 +0100,usb: typec: ucsi: Fix null pointer dereference in ucsi_sync_control_common,drivers/usb/typec/ucsi/ucsi.c,0,0
c84117912bdd,24a28e428351,,usb,2025-12-17 14:53:36 +0100,2012-05-01 13:34:55 -0400,USB: lpc32xx_udc: Fix error handling in probe,drivers/usb/gadget/udc/lpc32xx_udc.c,15,6
128bb7fab342,71ba4fe56656,,usb,2025-12-17 14:53:16 +0100,2024-01-27 17:38:25 -0800,usb: typec: altmodes/displayport: Drop the device reference in dp_altmode_probe(),drivers/usb/typec/altmodes/displayport.c,6,2
41ca62e3e21e,0807c500a1a6,,usb,2025-12-17 14:52:12 +0100,2011-05-02 16:59:38 -0700,usb: phy: fsl-usb: Fix use-after-free in delayed work during device removal,drivers/usb/phy/phy-fsl-usb.c,0,0
36cc7e09df9e,f1407d5c6624,,usb,2025-12-17 14:51:54 +0100,2011-04-13 16:07:07 -0700,usb: renesas_usbhs: Fix a resource leak in usbhs_pipe_malloc(),drivers/usb/renesas_usbhs/pipe.c,2,0
d14cd998e67b,00327d7f2c8c,,usb,2025-12-17 14:51:30 +0100,2025-04-11 16:08:31 +0200,usb: typec: ucsi: huawei-gaokin: add DRM dependency,drivers/usb/typec/ucsi/Kconfig,0,0
e1003aa7ec9e,6d735722063a,,usb,2025-12-17 14:49:18 +0100,2024-04-23 16:25:29 -0700,usb: dwc3: keep susphy enabled during exit to avoid controller faults,drivers/usb/dwc3/gadget.c;drivers/usb/dwc3/host.c,2,2
74098cc06e75,1f73b8b56cf3,,usb,2025-12-17 14:48:42 +0100,2025-11-21 15:15:39 +0100,xhci: dbgtty: fix device unregister: fixup,drivers/usb/host/xhci-dbgtty.c,0,0
d3ecb12e2e04,5c4f00627c9a,,drivers,2025-12-17 14:14:51 +0100,2021-10-26 17:37:33 +0200,mmc: sdhci-esdhc-imx: add alternate ARCH_S32 dependency to Kconfig,drivers/mmc/host/Kconfig,2,2
a9c4c9085ec8,e251709aaddb,,drivers,2025-12-17 14:12:14 +0100,2025-08-18 11:43:27 +0200,mmc: sdhci-of-arasan: Increase CD stable timeout to 2 seconds,drivers/mmc/host/sdhci-of-arasan.c,0,0
1889dd208197,140623410536,,drivers,2025-12-17 12:01:10 +0000,2016-07-18 10:00:23 -0700,spi: cadence-quadspi: Fix clock disable on probe failure path,drivers/spi/spi-cadence-quadspi.c,3,1
00b960a83c76,1e0dff741b0a,,sound,2025-12-17 12:01:00 +0000,2024-07-04 12:42:23 +0100,ASoC: ak4458: remove the reset operation in probe and remove,sound/soc/codecs/ak4458.c,0,4
46cea215dc94,7fcbe5b2c6a4,,networking,2025-12-17 10:47:33 +0100,2025-09-10 17:12:04 +0200,can: j1939: make j1939_sk_bind() fail if device is no longer registered,net/can/j1939/socket.c,6,0
dc68c0f60169,01b71e64bb87,,filesystem,2025-12-17 10:27:02 +0100,2025-03-03 08:17:08 -0700,xfs: fix the zoned RT growfs check for zone alignment,fs/xfs/xfs_rtalloc.c,8,6
982d2616a290,2167eaabe2fa,,filesystem,2025-12-17 10:27:02 +0100,2025-03-03 08:16:45 -0700,xfs: validate that zoned RT devices are zone aligned,fs/xfs/libxfs/xfs_sb.c,15,0
70d6df5cb599,b72a6ddf6af2,,sound,2025-12-17 10:06:09 +0100,2025-11-27 07:24:26 +0100,ALSA: hda/realtek: fix micmute LED reversed on HP Abe and Bantie,sound/hda/codecs/realtek/alc269.c,13,3
5526c1c6ba1d,d2bb390a2081,,sound,2025-12-17 10:02:22 +0100,2017-02-20 10:59:54 +0100,ALSA: usb-mixer: us16x08: validate meter packet indices,sound/usb/mixer_us16x08.c,14,6
c9f36f04a8a2,dd11376b9f1b,,drivers,2025-12-16 22:24:36 -0500,2022-05-19 20:27:37 -0400,scsi: ufs: core: Add ufshcd_update_evt_hist() for UFS suspend error,drivers/ufs/core/ufshcd.c,4,1
d37316319498,f08b24d82749,,drivers,2025-12-16 21:19:26 -0500,2025-02-03 21:46:40 -0500,scsi: mpi3mr: Read missing IOCFacts flag for reply queue full overflow,drivers/scsi/mpi3mr/mpi/mpi30_ioc.h;drivers/scsi/mpi3mr/mpi3mr_fw.c,3,0
1f7d6e2efeed,84f3a3c01d70,,drivers,2025-12-16 21:09:44 -0500,2024-06-20 15:19:17 -0600,scsi: scsi_debug: Fix atomic write enable module param description,drivers/scsi/scsi_debug.c,0,0
05f5e355cf78,81a45de432c6,,filesystem,2025-12-16 17:42:49 -0600,2025-11-30 21:11:44 -0600,smb: align durable reconnect v2 context to 8 byte boundary,fs/smb/common/smb2pdu.h,0,0
77f73253015c,a72002cb181f,,gpu,2025-12-16 14:16:08 -0500,2025-06-17 11:32:48 -0300,drm/amdgpu: fix a job->pasid access race in gpu recovery,drivers/gpu/drm/amd/amdgpu/amdgpu_device.c,8,2
b0101ccb5b46,c201ea1578d3,,kernel,2025-12-16 09:15:03 -1000,2025-04-29 08:40:10 -1000,sched_ext: fix uninitialized ret on alloc_percpu() failure,kernel/sched/ext.c,3,1
ca5898222914,5f708cccde9d,,drivers,2025-12-16 18:49:43 +0100,2025-08-28 09:56:42 +0300,wifi: iwlwifi: Fix firmware version handling,drivers/net/wireless/intel/iwlwifi/iwl-drv.c,2,2
e6a973af1113,f4b20bb34c83,,drivers,2025-12-16 11:53:40 -0400,2022-11-30 20:16:49 -0400,iommufd/selftest: Check for overflow in IOMMU_TEST_OP_ADD_RESERVED,drivers/iommu/iommufd/selftest.c,7,1
0f5796dac1bb,6ea891a6dd37,,drivers,2025-12-16 07:59:30 -0600,2025-11-26 19:41:37 -0600,cpufreq: dt-platdev: Fix creating device on OPPv1 platforms,drivers/cpufreq/cpufreq-dt-platdev.c,4,3
3e8ade58b71b,8a6e02d0c00e,,drivers,2025-12-16 07:59:30 -0600,2024-10-15 10:34:15 -0500,arm64: kdump: Fix elfcorehdr overlap caused by reserved memory processing reorder,drivers/of/fdt.c,0,0
d8932355f8c5,101d66828a4e,,other,2025-12-16 13:20:14 +0100,2025-07-19 19:36:51 +0200,rust: dma: add helpers for architectures without CONFIG_HAS_DMA,rust/helpers/dma.c,21,0
359afc8eb02a,89d9cec3b1e9,,drivers,2025-12-16 12:58:57 +0100,2025-07-03 17:10:40 +0200,PM: runtime: Do not clear needs_force_resume with enabled runtime PM,drivers/base/power/runtime.c,12,10
2bfca4fe1f36,7911d8cab554,,gpu,2025-12-16 11:28:52 +0100,2025-10-01 09:14:51 +0200,drm/panel: visionox-rm69299: Depend on BACKLIGHT_CLASS_DEVICE,drivers/gpu/drm/panel/Kconfig,0,0
a519be2f5d95,2b3171c6fe0a,,networking,2025-12-16 10:30:22 +0100,2022-03-15 11:36:26 +0100,wifi: mac80211: do not use old MBSSID elements,net/mac80211/cfg.c,0,10
2b77b9551d11,62b635dcd69c,,networking,2025-12-16 10:22:51 +0100,2025-09-03 09:37:55 +0200,wifi: cfg80211: sme: store capped length in __cfg80211_connect_result(),net/wireless/sme.c,0,0
cbf0dc37bb4e,a5aa46f1ac4f,,networking,2025-12-16 10:21:12 +0100,2025-11-11 11:05:10 +0100,wifi: mac80211: fix list iteration in ieee80211_add_virtual_monitor(),net/mac80211/iface.c,0,0
193d18f60588,af2d14b01c32,,networking,2025-12-16 10:18:00 +0100,2020-02-24 10:36:17 +0100,wifi: mac80211: Discard Beacon frames to non-broadcast address,net/mac80211/rx.c,5,0
fc40459de825,c3d5f0c2fb85,,filesystem,2025-12-16 08:50:11 +0100,2020-01-16 08:07:23 -0800,xfs: fix a memory leak in xfs_buf_item_init(),fs/xfs/xfs_buf_item.c,0,0
f06725052098,e70fb328d527,,filesystem,2025-12-16 08:50:07 +0100,2023-12-06 18:45:15 -0800,xfs: fix stupid compiler warning,fs/xfs/xfs_attr_item.c,0,0
5990fd756943,e47dcf113ae3,,filesystem,2025-12-16 08:50:00 +0100,2024-04-15 14:58:53 -0700,xfs: fix a UAF problem in xattr repair,fs/xfs/scrub/attr_repair.c,0,0
e5aff444e3a7,fdfd811ddde3,,arch,2025-12-16 07:48:40 +0100,2015-02-23 16:30:24 +0000,x86/xen: Fix sparse warning in enlighten_pv.c,arch/x86/xen/enlighten_pv.c,0,0
e1b4c6a58304,a2e459555c5f,,filesystem,2025-12-16 00:57:29 -0500,2023-08-09 09:15:40 +0200,shmem: fix recovery on rename failures,fs/libfs.c;include/linux/fs.h;mm/shmem.c,35,35
b80fab281349,e93d5945ed5b,,drivers,2025-12-15 20:34:41 -0400,2025-11-05 09:07:13 +0100,iommufd/selftest: Do not leak the hwpt if IOMMU_TEST_OP_MD_CHECK_MAP fails,drivers/iommu/iommufd/selftest.c,4,2
5b244b077c0b,af4fde93c319,,other,2025-12-15 20:34:41 -0400,2023-08-18 12:52:15 -0300,iommufd/selftest: Make it clearer to gcc that the access is not out of bounds,tools/testing/selftests/iommu/iommufd.c,3,5
69dc538a4f5a,44ebaa1744fd,,drivers,2025-12-15 20:34:41 -0400,2025-11-25 11:30:16 -0400,iommufd: Fix building without dmabuf,drivers/iommu/iommufd/io_pagetable.c,5,1
2aaf33c6e1e8,9cf6e24c9fbf,,drivers,2025-12-15 10:12:54 -0800,2024-02-01 20:48:52 -0800,Input: atkbd - skip deactivate for HONOR FMB-P's internal keyboard,drivers/input/keyboard/atkbd.c,7,0
2b973ca48ff3,9e15123eca79,,gpu,2025-12-15 08:14:20 -0800,2023-05-21 02:18:18 +0300,drm/panel: sony-td4353-jdi: Enable prepare_prev_first,drivers/gpu/drm/panel/panel-sony-td4353-jdi.c,2,0
